date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:45:53	1113/1113	---MCZ	200	added ('OK')	text/css	etag:W/%226717b658-8cd%22	https://demos.creative-tim.com/material-dashboard/assets/css/nucleo-svg.css	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/css/nucleo-svg.css	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:54	13167/13167	---MCZ	200	added ('OK')	text/javascript	date:Wed,%2013%20Nov%202024%2013:45:54%20GMT	https://kit.fontawesome.com/42d5adcbca.js	/Users/apple/websites/Dashboard/kit.fontawesome.com/42d5adcbca.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:54	597/597	---MC-	200	added ('OK')	text/css	date:Wed,%2013%20Nov%202024%2013:45:54%20GMT	https://fonts.googleapis.com/css2?family=Material+Symbols+Rounded:opsz,wght,FILL,GRAD@24,400,0,0	/Users/apple/websites/Dashboard/fonts.googleapis.com/css27c7e.css	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:56	441506/441506	---M-Z	200	added ('OK')	text/css	etag:W/%226717b658-6bca2%22	https://demos.creative-tim.com/material-dashboard/assets/css/material-dashboard.min.css?v=3.2.0	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/css/material-dashboard.min2167.css	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:57	52916/52916	---MC-	200	added ('OK')	text/javascript	date:Tue,%2012%20Dec%202023%2018:09:08%20GMT	https://www.google-analytics.com/analytics.js	/Users/apple/websites/Dashboard/www.google-analytics.com/analytics.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:57	1555/1555	---M--	400	error ('Bad%20Request')	text/html	date:Wed,%2013%20Nov%202024%2013:45:57%20GMT	https://www.googletagmanager.com/gtm.js?id=	/Users/apple/websites/Dashboard/www.googletagmanager.com/gtm.e5445.delayed	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:45:59	56212/56212	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/dashboard	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/dashboard-2.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:00	3182/3182	---M--	200	added ('OK')	image/png	etag:%226717b658-1b2c%22	https://demos.creative-tim.com/material-dashboard/assets/img/logo-ct-dark.png	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/logo-ct-dark.png	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:00	44218/44218	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/billing.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/billing.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:02	33269/33269	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/virtual-reality.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/virtual-reality.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:03	56708/56708	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/rtl.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/rtl.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:04	33463/33463	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/notifications.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/notifications.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:05	47167/47167	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/profile.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/profile.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:06	15151/15151	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/sign-in.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/sign-in.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:07	13278/13278	---MCZ	200	added ('OK')	text/html	date:Tue,%2022%20Oct%202024%2014:27:36%20GMT	https://demos.creative-tim.com/material-dashboard/pages/sign-up.html	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/pages/sign-up.html	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:08	23880/23880	---M--	200	added ('OK')	image/jpeg	etag:%226717b658-5d48%22	https://demos.creative-tim.com/material-dashboard/assets/img/team-2.jpg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/team-2.jpg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:08	1936/1936	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-790%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-spotify.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-spotify.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:10	21963/21963	---M--	200	added ('OK')	image/jpeg	etag:%226717b658-55d2%22	https://demos.creative-tim.com/material-dashboard/assets/img/team-3.jpg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/team-3.jpg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:10	14489/14489	---M--	200	added ('OK')	image/jpeg	etag:%226717b658-3899%22	https://demos.creative-tim.com/material-dashboard/assets/img/team-4.jpg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/team-4.jpg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:12	1781/1781	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-6f5%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-asana.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-asana.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:12	4126/4126	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-101e%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/github.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/github.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:13	1812/1812	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-714%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-atlassian.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-atlassian.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:14	2312/2312	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-908%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/bootstrap.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/bootstrap.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:15	3198/3198	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-c7e%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-slack.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/logo-slack.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:16	2034/2034	---M-Z	200	added ('OK')	image/svg+xml	etag:W/%226717b658-7f2%22	https://demos.creative-tim.com/material-dashboard/assets/img/small-logos/devto.svg	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/img/small-logos/devto.svg	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:18	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%22672e2372-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	/Users/apple/websites/Dashboard/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:18	20082/20082	---M-Z	200	added ('OK')	application/javascript	etag:W/%226717b658-4e72%22	https://demos.creative-tim.com/material-dashboard/assets/js/core/popper.min.js	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/js/core/popper.min.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:19	60635/60635	---M-Z	200	added ('OK')	application/javascript	etag:W/%226717b658-ecdb%22	https://demos.creative-tim.com/material-dashboard/assets/js/core/bootstrap.min.js	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/js/core/bootstrap.min.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:21	19411/19411	---M-Z	200	added ('OK')	application/javascript	etag:W/%226717b658-4bd3%22	https://demos.creative-tim.com/material-dashboard/assets/js/plugins/perfect-scrollbar.min.js	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/js/plugins/perfect-scrollbar.min.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:21	48421/48421	---M-Z	200	added ('OK')	application/javascript	etag:W/%226717b658-bd25%22	https://demos.creative-tim.com/material-dashboard/assets/js/plugins/smooth-scrollbar.min.js	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/js/plugins/smooth-scrollbar.min.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:22	19446/19446	---M-Z	200	added ('OK')	application/javascript	etag:W/%2267321bc2-4bf6%22	https://buttons.github.io/buttons.js	/Users/apple/websites/Dashboard/buttons.github.io/buttons.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:23	17914/17914	---M-Z	200	added ('OK')	application/javascript	etag:W/%226717b658-45fa%22	https://demos.creative-tim.com/material-dashboard/assets/js/material-dashboard.min.js?v=3.2.0	/Users/apple/websites/Dashboard/demos.creative-tim.com/material-dashboard/assets/js/material-dashboard.min2167.js	(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:25	355/355	---MCZ	200	added ('OK')	text/plain	date:Tue,%2029%20Oct%202024%2009:15:55%20GMT	https://www.creative-tim.com/robots.txt		(from https://demos.creative-tim.com/material-dashboard/pages/tables.html)
16:46:26	4286/4286	---MCZ	200	added ('OK')	image/vnd.microsoft.icon	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/favicon-9d06eb31fc41af6ef76f2954364a3a0b75637640a367d1816b9bf8b9ce392cb6.ico	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/favicon-9d06eb31fc41af6ef76f2954364a3a0b75637640a367d1816b9bf8b9ce392cb6.ico	(from https://www.creative-tim.com/product/material-dashboard)
16:46:28	709/709	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/apple-touch-icon-precomposed-24e2ef01d16313b2007bc178c55d64c564f71fb746290e81f4cf57f9d394a4c6.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/apple-touch-icon-precomposed-24e2ef01d16313b2007bc178c55d64c564f71fb746290e81f4cf57f9d394a4c6.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:28	288643/288643	---MCZ	200	added ('OK')	text/css	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/creative-tim-product-page-18f3c6e81be580879952fcda6f0b0b6ecd0d90b92955f587d3be131a64378296.css	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/creative-tim-product-page-18f3c6e81be580879952fcda6f0b0b6ecd0d90b92955f587d3be131a64378296.css	(from https://www.creative-tim.com/product/material-dashboard)
16:46:30	27466/27466	---MCZ	200	added ('OK')	text/css	etag:W/%224fbd15cb6047af93373f4f895639c8bf%22	https://maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	/Users/apple/websites/Dashboard/maxcdn.bootstrapcdn.com/font-awesome/4.5.0/css/font-awesome.min.css	(from https://www.creative-tim.com/product/material-dashboard)
16:46:30	3093/3093	---M-Z	200	added ('OK')	application/x-javascript	etag:%22197e9215e024d38c0c3e171193c2e950%22	https://connect.facebook.net/en_US/sdk.js	/Users/apple/websites/Dashboard/connect.facebook.net/en_US/sdk.js	(from https://www.creative-tim.com/product/material-dashboard)
16:46:32	93065/93065	---M-Z	200	added ('OK')	application/javascript	etag:%22824beb891744db98ccbd3a456e59e0f7+gzip%22	https://platform.twitter.com/widgets.js	/Users/apple/websites/Dashboard/platform.twitter.com/widgets.js	(from https://www.creative-tim.com/product/material-dashboard)
16:46:32	10446/10446	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/logo/logo-ct-simple-0e135addaeddc410e2e0a2af78b5222369fe90933115fbb7659278a7be5b675e.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/logo/logo-ct-simple-0e135addaeddc410e2e0a2af78b5222369fe90933115fbb7659278a7be5b675e.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:33	6077/6077	---M-Z	200	added ('OK')	image/svg+xml	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/logo/logo-ct-white-478efc355eb3b29de4ee5894211455c1e31e78fadfb1304ca66528bfd4265c60.svg	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/logo/logo-ct-white-478efc355eb3b29de4ee5894211455c1e31e78fadfb1304ca66528bfd4265c60.svg	(from https://www.creative-tim.com/product/material-dashboard)
16:46:35	3099/3099	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-tailwind-d8f0cfa7eee592c9287e9a390d5c924bb11176bbeb0db897a83903b00f27c937.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-tailwind-d8f0cfa7eee592c9287e9a390d5c924bb11176bbeb0db897a83903b00f27c937.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:37	17678/17678	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-bootstrap-d76ab1ad4c5721f9bf2e532dbd5814fbe7ce7838b2624cb54549af2eeb825446.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-bootstrap-d76ab1ad4c5721f9bf2e532dbd5814fbe7ce7838b2624cb54549af2eeb825446.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:38	15505/15505	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-angular-9e87a27f7fb611f8a0fbfae5bd64e886b764bef62fd9f863c8694d7323a6235a.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-angular-9e87a27f7fb611f8a0fbfae5bd64e886b764bef62fd9f863c8694d7323a6235a.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:38	9159/9159	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-react-42be32ce0f9d3f7e068637991c1c74362b290655ab58b447d63f50f87b5f8c42.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-react-42be32ce0f9d3f7e068637991c1c74362b290655ab58b447d63f50f87b5f8c42.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:40	11073/11073	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-vue-c12f877d0cba4c9350dad981e8fa3761f94758db252f963528839132eed25c64.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-vue-c12f877d0cba4c9350dad981e8fa3761f94758db252f963528839132eed25c64.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:41	2368/2368	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-react-native-9c2d324e5f881c431ce7dec31907c191c9ffd6e981e742c6a55c2b0f052e5d0c.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-react-native-9c2d324e5f881c431ce7dec31907c191c9ffd6e981e742c6a55c2b0f052e5d0c.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:42	5943/5943	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-svelte-e5eb72242fe961387486d369f7ae00beb73a3c0ffac499dc2d2af31ed5286f22.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-svelte-e5eb72242fe961387486d369f7ae00beb73a3c0ffac499dc2d2af31ed5286f22.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:43	3024/3024	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-material-ui-84e1e41635aa43bd8a4b211c16df072caef5487d9bbb41fd54d4474f35f1ab10.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-material-ui-84e1e41635aa43bd8a4b211c16df072caef5487d9bbb41fd54d4474f35f1ab10.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:44	2742/2742	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-vuetify-befea6f05110a8f0148607a6831f947585c838cfcc174aa9cf6a4d83d91c2b4d.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-vuetify-befea6f05110a8f0148607a6831f947585c838cfcc174aa9cf6a4d83d91c2b4d.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:45	2807/2807	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-flutter-b8fed1604fdcb5d9370f702b8c3c616ff0ae3e3db5a2c9d02d054741363347f0.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-flutter-b8fed1604fdcb5d9370f702b8c3c616ff0ae3e3db5a2c9d02d054741363347f0.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:46	1884/1884	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-vuematerial-f670dbc95e72d34aa5b146ab0bf41ae5df1e806fc46745ed2edec59ab8ebe405.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-vuematerial-f670dbc95e72d34aa5b146ab0bf41ae5df1e806fc46745ed2edec59ab8ebe405.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:47	2330/2330	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-reactstrap-d0017791ea0e56ab0001d1f08c45459fc55a6e5e7c7fe1f208041c3964db6b4d.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-reactstrap-d0017791ea0e56ab0001d1f08c45459fc55a6e5e7c7fe1f208041c3964db6b4d.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:48	3856/3856	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-reactbootstrap-290853783a73c5dc70a8a83a705d7c2e0da95c7b1a44f861d9cc55730bc15f71.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-reactbootstrap-290853783a73c5dc70a8a83a705d7c2e0da95c7b1a44f861d9cc55730bc15f71.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:49	3748/3748	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-bootstrapvue-f943dee16250053498987da3ff5de0d352c636bd87c26640c8364566513ce412.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-bootstrapvue-f943dee16250053498987da3ff5de0d352c636bd87c26640c8364566513ce412.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:50	6953/6953	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-laravel-6a1dcc81e9b159b1e7ff38fa103fcab7d4ab47daaa81a067f449dc8ef54d662b.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-laravel-6a1dcc81e9b159b1e7ff38fa103fcab7d4ab47daaa81a067f449dc8ef54d662b.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:51	3191/3191	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-django-01febaaad5f6fbb71292d543f1569af355660269a156521c89575c99eb0acc29.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-django-01febaaad5f6fbb71292d543f1569af355660269a156521c89575c99eb0acc29.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:52	2235/2235	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-flask-d39b6df587b1527e2e68196123ef8e9e1b8ef59a1136b63d8a64321961ba1cb9.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-flask-d39b6df587b1527e2e68196123ef8e9e1b8ef59a1136b63d8a64321961ba1cb9.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:53	8316/8316	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-nextjs-050dc61ffdbf8ca9741a58f25bdc2ab0f17ba4f5140a829e1dcbc4d3548b516f.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-nextjs-050dc61ffdbf8ca9741a58f25bdc2ab0f17ba4f5140a829e1dcbc4d3548b516f.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:54	16762/16762	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-nuxtjs-24fd91d33ee4af6a88ff8f3c1d370e373e4ccb9f7f6b2af84f2c7d5e215e9b90.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-nuxtjs-24fd91d33ee4af6a88ff8f3c1d370e373e4ccb9f7f6b2af84f2c7d5e215e9b90.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:55	18922/18922	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-nodejs-e140490a59b28bdddd17abccc0498e4c7107bde45508ac7ff9cba5c76de0d850.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-nodejs-e140490a59b28bdddd17abccc0498e4c7107bde45508ac7ff9cba5c76de0d850.png	(from https://www.creative-tim.com/product/material-dashboard)
16:46:56	5249/5249	---MC-	200	added ('OK')	image/png	date:Fri,%2027%20Sep%202024%2012:59:17%20GMT	https://www.creative-tim.com/assets/frameworks/icon-aspnet-b18cdec2351717a7629604749f0f3fd759b91107027cc71c87ee7fab37cfdff0.png	/Users/apple/websites/Dashboard/www.creative-tim.com/assets/frameworks/icon-aspnet-b18cdec2351717a7629604749f0f3fd759b91107027cc71c87ee7fab37cfdff0.png	(from https://www.creative-tim.com/product/material-dashboard)
